Unnamed: 0.1,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor,District,Street,Price_per_m2,Segment,FloorCategory,AreaCategory
2591,2591,2-комнатная квартира · 51.69 м² · 11/13 этаж,25980000,"Ауэзовский р-н, Тастак 1",2,51.69,11,Ауэзовский р-н,Тастак 1,502611.7237376669,комфорт,высокий,средняя
2592,2592,3-комнатная квартира · 140 м² · 2/6 этаж,170000000,"Бостандыкский р-н, мкр Мирас 31",3,140.0,2,Бостандыкский р-н,мкр Мирас 31,1214285.7142857143,элит,низкий,большая
2593,2593,2-комнатная квартира · 58 м² · 2/9 этаж,46000000,"Алмалинский р-н, досмухамедова — Айтеке би",2,58.0,2,Алмалинский р-н,досмухамедова — Айтеке би,793103.448275862,элит,низкий,средняя
2594,2594,2-комнатная квартира · 102.5 м² · 5/17 этаж,95000000,"Бостандыкский р-н, Навои 208/2 — Торайгырова",2,102.5,5,Бостандыкский р-н,Навои 208/2 — Торайгырова,926829.268292683,элит,средний,большая
2595,2595,3-комнатная квартира · 89 м² · 1/5 этаж,39500000,"Турксибский р-н, мкр Жас Канат 1/39",3,89.0,1,Турксибский р-н,мкр Жас Канат 1/39,443820.2247191011,комфорт,низкий,большая
2596,2596,3-комнатная квартира · 110 м² · 16/21 этаж,80000000,"Бостандыкский р-н, Гагарина 127",3,110.0,16,Бостандыкский р-н,Гагарина 127,727272.7272727273,элит,высокий,большая
2597,2597,2-комнатная квартира · 49.7 м² · 3/4 этаж,54000000,"Наурызбайский р-н, Ер Тостык 3",2,49.7,3,Наурызбайский р-н,Ер Тостык 3,1086519.1146881287,элит,низкий,малая
2598,2598,2-комнатная квартира · 70 м² · 2/9 этаж,60000000,"Бостандыкский р-н, Абая 130 — Абая / Розыбакиева",2,70.0,2,Бостандыкский р-н,Абая 130 — Абая / Розыбакиева,857142.8571428572,элит,низкий,средняя
2599,2599,3-комнатная квартира · 103 м² · 11/18 этаж,82950000,"Бостандыкский р-н, Абая — Брусиловского",3,103.0,11,Бостандыкский р-н,Абая — Брусиловского,805339.8058252428,элит,высокий,большая
2600,2600,2-комнатная квартира · 55.25 м² · 3/13 этаж,39000000,"Алмалинский р-н, Муратбаева 14 — Райымбека",2,55.25,3,Алмалинский р-н,Муратбаева 14 — Райымбека,705882.3529411765,элит,низкий,средняя
2601,2601,5-комнатная квартира · 189 м² · 2/3 этаж,120000000,"Бостандыкский р-н, мкр Нурлытау (Энергетик) — Напротив школы Тамос",5,189.0,2,Бостандыкский р-н,мкр Нурлытау (Энергетик) — Напротив школы Тамос,634920.6349206349,комфорт,низкий,большая
2602,2602,2-комнатная квартира · 65 м² · 3/14 этаж,85500000,"Алмалинский р-н, Абая 109/6",2,65.0,3,Алмалинский р-н,Абая 109/6,1315384.6153846155,элит,низкий,средняя
2603,2603,3-комнатная квартира · 57.8 м² · 2/4 этаж,48000000,"Бостандыкский р-н, Радостовца — Жандосова (аллея им. Ю.Гагарина)",3,57.8,2,Бостандыкский р-н,Радостовца — Жандосова (аллея им. Ю.Гагарина),830449.8269896194,элит,низкий,средняя
