Unnamed: 0.1,Unnamed: 0,Title,Price,Location,Rooms,Area,Floor,District,Street,Price_per_m2,Segment,FloorCategory,AreaCategory
553,553,3-комнатная квартира · 88.5 м² · 1/12 этаж,63000000,"Наурызбайский р-н, Коктерек 139/10 — Сабденова мкр Шугыла",3,88.5,1,Наурызбайский р-н,Коктерек 139/10 — Сабденова мкр Шугыла,711864.406779661,элит,низкий,большая
554,554,2-комнатная квартира · 52 м² · 2/5 этаж,36500000,"Алмалинский р-н, Наурызбай батыра 24",2,52.0,2,Алмалинский р-н,Наурызбай батыра 24,701923.0769230769,элит,низкий,средняя
555,555,3-комнатная квартира · 60 м² · 4/4 этаж,32500000,"Ауэзовский р-н, мкр Мамыр, Спортивная 10 — По Жандосова дальше Шаймерденова",3,60.0,4,Ауэзовский р-н,"мкр Мамыр, Спортивная 10 — По Жандосова дальше Шаймерденова",541666.6666666666,комфорт,средний,средняя
556,556,4-комнатная квартира · 170.87 м²,322963200,"Бостандыкский р-н, мкр Мирас, Саина 1а/1",4,170.87,0,Бостандыкский р-н,"мкр Мирас, Саина 1а/1",1890110.6104055715,элит,низкий,большая
557,557,2-комнатная квартира · 47.92 м²,34837840,"Алатауский р-н, Бауыржана Момышулы 11/14а",2,47.92,0,Алатауский р-н,Бауыржана Момышулы 11/14а,727000.0,элит,низкий,малая
558,558,4-комнатная квартира · 183.21 м²,113590200,Алатуская трасса п. Туздыбастау,4,183.21,0,,,620000.0,комфорт,низкий,большая
559,559,1-комнатная квартира · 40.5 м²,18000000,вдоль Капчагайской трассы,1,40.5,0,,,444444.44444444444,комфорт,низкий,малая
560,560,3-комнатная квартира · 114 м² · 8/12 этаж,126000000,"Бостандыкский р-н, Розыбакиева 218/5 — Тажибаева",3,114.0,8,Бостандыкский р-н,Розыбакиева 218/5 — Тажибаева,1105263.1578947369,элит,высокий,большая
561,561,3-комнатная квартира · 78 м² · 1/9 этаж,50000000,"Алатауский р-н, мкр Аккент 62 — Арзан Супер Маркет",3,78.0,1,Алатауский р-н,мкр Аккент 62 — Арзан Супер Маркет,641025.641025641,комфорт,низкий,средняя
562,562,1-комнатная квартира · 20.2 м² · 1/3 этаж,10000000,"Турксибский р-н, Сейфуллина 232",1,20.2,1,Турксибский р-н,Сейфуллина 232,495049.5049504951,комфорт,низкий,малая
563,563,1-комнатная квартира · 46.5 м² · 8/9 этаж,28000000,"Алатауский р-н, мкр Нуркент 45 — Момышулы-Рыскулова",1,46.5,8,Алатауский р-н,мкр Нуркент 45 — Момышулы-Рыскулова,602150.5376344086,комфорт,высокий,малая
564,564,2-комнатная квартира · 43 м² · 6/10 этаж,26500000,"Наурызбайский р-н, Жунисова — Толеби/ алатау",2,43.0,6,Наурызбайский р-н,Жунисова — Толеби/ алатау,616279.0697674418,комфорт,средний,малая
565,565,2-комнатная квартира · 56 м² · 1/7 этаж,29900000,"Алатауский р-н, Касыма Шарипова",2,56.0,1,Алатауский р-н,Касыма Шарипова,533928.5714285715,комфорт,низкий,средняя
566,566,4-комнатная квартира · 155.48 м²,272090000,"Бостандыкский р-н, Радостовца 12",4,155.48,0,Бостандыкский р-н,Радостовца 12,1750000.0,элит,низкий,большая
567,567,3-комнатная квартира · 216.3 м²,140595000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",3,216.3,0,Бостандыкский р-н,"мкр Ерменсай, Ушкемпирова 42",650000.0,комфорт,низкий,большая
568,568,2-комнатная квартира · 69.3 м² · 7/7 этаж,40000000,"Турксибский р-н, мкр Кайрат 303/5к1",2,69.3,7,Турксибский р-н,мкр Кайрат 303/5к1,577200.5772005772,комфорт,средний,средняя
569,569,2-комнатная квартира · 42 м² · 16/16 этаж,39000000,"Бостандыкский р-н, Утепова 31",2,42.0,16,Бостандыкский р-н,Утепова 31,928571.4285714285,элит,высокий,малая
570,570,4-комнатная квартира · 123.8 м² · 4/5 этаж,53500000,"Алатауский р-н, Момышулы 22",4,123.8,4,Алатауский р-н,Момышулы 22,432148.6268174475,комфорт,средний,большая
571,571,3-комнатная квартира · 67 м² · 1/2 этаж,28000000,"Турксибский р-н, Пугачева — Квартира в районе  ул.Шолохова уг. Сейфуллина",3,67.0,1,Турксибский р-н,Пугачева — Квартира в районе  ул.Шолохова уг. Сейфуллина,417910.447761194,комфорт,низкий,средняя
572,572,1-комнатная квартира · 40 м² · 2/9 этаж,30500000,"Бостандыкский р-н, Мынбаева 38 — Ауезова | Центр Города | ТРЦ Глобус | Станция метро Алатау |",1,40.0,2,Бостандыкский р-н,Мынбаева 38 — Ауезова | Центр Города | ТРЦ Глобус | Станция метро Алатау |,762500.0,элит,низкий,малая
573,573,3-комнатная квартира · 105.13 м²,189234000,"Медеуский р-н, Городская 3",3,105.13,0,Медеуский р-н,Городская 3,1800000.0,элит,низкий,большая
574,574,4-комнатная квартира · 106.24 м²,75111680,"Алатауский р-н, Бауыржана Момышулы 11/14а",4,106.24,0,Алатауский р-н,Бауыржана Момышулы 11/14а,707000.0,элит,низкий,большая
575,575,1-комнатная квартира · 35.81 м² · 6/6 этаж,23500000,"Алатауский р-н, Бауыржана Момышулы — Момышулы",1,35.81,6,Алатауский р-н,Бауыржана Момышулы — Момышулы,656241.273387322,комфорт,средний,малая
576,576,4-комнатная квартира · 90 м² · 2/3 этаж,89000000,Баганашыл 138/4 — Жангир Хана,4,90.0,2,,,988888.8888888889,элит,низкий,большая
577,577,3-комнатная квартира · 92.5 м² · 2/3 этаж,106000000,"Наурызбайский р-н, мкр Курамыс 78",3,92.5,2,Наурызбайский р-н,мкр Курамыс 78,1145945.945945946,элит,низкий,большая
578,578,2-комнатная квартира · 55.6 м² · 15/16 этаж,34700000,"Бостандыкский р-н, Утепова 31 — Окончательная цена",2,55.6,15,Бостандыкский р-н,Утепова 31 — Окончательная цена,624100.7194244604,комфорт,высокий,средняя
579,579,2-комнатная квартира · 69.4 м² · 2/19 этаж,40000000,"Алмалинский р-н, Брусиловского — Толе би - Брусиловского",2,69.4,2,Алмалинский р-н,Брусиловского — Толе би - Брусиловского,576368.8760806916,комфорт,низкий,средняя
580,580,2-комнатная квартира · 69 м² · 5/10 этаж,32000000,"Наурызбайский р-н, Алтын орда",2,69.0,5,Наурызбайский р-н,Алтын орда,463768.115942029,комфорт,средний,средняя
581,581,2-комнатная квартира · 70 м² · 5/5 этаж,32000000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) — ул. Момыш-улы пересеч Монке-би",2,70.0,5,Алатауский р-н,"мкр Зердели, Мкр Зердели (Алгабас-6) — ул. Момыш-улы пересеч Монке-би",457142.85714285716,комфорт,средний,средняя
582,582,2-комнатная квартира · 60 м² · 6/9 этаж,36000000,"Алатауский р-н, мкр Аккент",2,60.0,6,Алатауский р-н,мкр Аккент,600000.0,комфорт,средний,средняя
583,583,3-комнатная квартира · 141.91 м²,288928760,"Бостандыкский р-н, мкр Мирас, Саина 1а/1",3,141.91,0,Бостандыкский р-н,"мкр Мирас, Саина 1а/1",2036000.0,элит,низкий,большая
584,584,3-комнатная квартира · 95.11 м²,52310500,"Турксибский р-н, Тараз 8/1",3,95.11,0,Турксибский р-н,Тараз 8/1,550000.0,комфорт,низкий,большая
585,585,2-комнатная квартира · 63.6 м²,26000000,вдоль Капчагайской трассы,2,63.6,0,,,408805.03144654084,комфорт,низкий,средняя
586,586,3-комнатная квартира · 125 м²,81250000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",3,125.0,0,Бостандыкский р-н,"мкр Ерменсай, Ушкемпирова 42",650000.0,комфорт,низкий,большая
587,587,3-комнатная квартира · 74 м² · 1/9 этаж,36000000,"Наурызбайский р-н, мкр Шугыла, Мкр. Шугыла",3,74.0,1,Наурызбайский р-н,"мкр Шугыла, Мкр. Шугыла",486486.4864864865,комфорт,низкий,средняя
588,588,1-комнатная квартира · 42.3 м² · 5/5 этаж,26000000,"Жетысуский р-н, мкр Айнабулак-4 173 — ул Жумабаева",1,42.3,5,Жетысуский р-н,мкр Айнабулак-4 173 — ул Жумабаева,614657.2104018913,комфорт,средний,малая
589,589,3-комнатная квартира · 72.2 м² · 11/12 этаж,40000000,"Ауэзовский р-н, мкр Аксай-1 — Толе би - Саина",3,72.2,11,Ауэзовский р-н,мкр Аксай-1 — Толе би - Саина,554016.620498615,комфорт,высокий,средняя
590,590,2-комнатная квартира · 50 м²,27450000,Абая 2а/1,2,50.0,0,,,549000.0,комфорт,низкий,средняя
591,591,1-комнатная квартира · 30 м² · 3/6 этаж,15500000,"Алатауский р-н, Басаркобыз 1/15 — Саина Монке би",1,30.0,3,Алатауский р-н,Басаркобыз 1/15 — Саина Монке би,516666.6666666667,комфорт,низкий,малая
592,592,2-комнатная квартира · 51 м² · 17/18 этаж,50000000,"Ауэзовский р-н, Утеген батыра 11",2,51.0,17,Ауэзовский р-н,Утеген батыра 11,980392.1568627451,элит,высокий,средняя
593,593,3-комнатная квартира · 100 м² · 1/5 этаж,110000000,"Медеуский р-н, Тулебаева 130 — Карасай батыра",3,100.0,1,Медеуский р-н,Тулебаева 130 — Карасай батыра,1100000.0,элит,низкий,большая
594,594,1-комнатная квартира · 40 м² · 6/6 этаж,20000000,"Жетысуский р-н, мкр Кокжиек 19",1,40.0,6,Жетысуский р-н,мкр Кокжиек 19,500000.0,комфорт,средний,малая
595,595,2-комнатная квартира · 64 м² · 5/5 этаж,33999999,"Алатауский р-н, мкр Саялы",2,64.0,5,Алатауский р-н,мкр Саялы,531249.984375,комфорт,средний,средняя
596,596,2-комнатная квартира · 62.37 м²,46528020,"Жетысуский р-н, Райымбека 219Б",2,62.37,0,Жетысуский р-н,Райымбека 219Б,746000.0,элит,низкий,средняя
597,597,3-комнатная квартира · 140.79 м²,286648440,"Бостандыкский р-н, мкр Мирас, Саина 1а/1",3,140.79,0,Бостандыкский р-н,"мкр Мирас, Саина 1а/1",2036000.0,элит,низкий,большая
598,598,2-комнатная квартира · 43.18 м²,33248600,"Турксибский р-н, Кульджинский тр-т 80/1",2,43.18,0,Турксибский р-н,Кульджинский тр-т 80/1,770000.0,элит,низкий,малая
599,599,3-комнатная квартира · 92.63 м²,73085070,"Алатауский р-н, Бауыржана Момышулы 11/14а",3,92.63,0,Алатауский р-н,Бауыржана Момышулы 11/14а,789000.0,элит,низкий,большая
600,600,2-комнатная квартира · 62 м² · 4/5 этаж,42000000,"Медеуский р-н, мкр Думан-2 13",2,62.0,4,Медеуский р-н,мкр Думан-2 13,677419.3548387097,комфорт,средний,средняя
601,601,1-комнатная квартира · 33 м² · 1/3 этаж,23000000,"Жетысуский р-н, мкр Дорожник",1,33.0,1,Жетысуский р-н,мкр Дорожник,696969.696969697,комфорт,низкий,малая
602,602,2-комнатная квартира · 62 м² · 3/9 этаж,46000000,"Ауэзовский р-н, мкр Таугуль-2 — Навои-Рыскулбекова",2,62.0,3,Ауэзовский р-н,мкр Таугуль-2 — Навои-Рыскулбекова,741935.4838709678,элит,низкий,средняя
603,603,2-комнатная квартира · 63 м² · 10/12 этаж,46000000,"Алатауский р-н, Райымбека 351/1 — Райымбек-Тлендиева",2,63.0,10,Алатауский р-н,Райымбека 351/1 — Райымбек-Тлендиева,730158.7301587302,элит,высокий,средняя
604,604,3-комнатная квартира · 89 м² · 9/10 этаж,41500000,"Алатауский р-н, мкр Акбулак 37 — Рыскулова Момышулы",3,89.0,9,Алатауский р-н,мкр Акбулак 37 — Рыскулова Момышулы,466292.13483146066,комфорт,высокий,большая
605,605,2-комнатная квартира · 66.1 м² · 3/9 этаж,61700000,"Наурызбайский р-н, Аскарова Асанбая 21/9",2,66.1,3,Наурызбайский р-н,Аскарова Асанбая 21/9,933434.1906202724,элит,низкий,средняя
606,606,4-комнатная квартира · 72 м² · 4/4 этаж,42500000,"Ауэзовский р-н, мкр №8 74 — Абай-Алтынсарин",4,72.0,4,Ауэзовский р-н,мкр №8 74 — Абай-Алтынсарин,590277.7777777778,комфорт,средний,средняя
607,607,2-комнатная квартира · 60 м² · 1/10 этаж,42000000,"Ауэзовский р-н, мкр №6, 6 микрорайон 36Б — Саина-Шаляпина",2,60.0,1,Ауэзовский р-н,"мкр №6, 6 микрорайон 36Б — Саина-Шаляпина",700000.0,элит,низкий,средняя
608,608,2-комнатная квартира · 65 м² · 14/16 этаж,72000000,"Бостандыкский р-н, Гагарина 233",2,65.0,14,Бостандыкский р-н,Гагарина 233,1107692.3076923077,элит,высокий,средняя
609,609,2-комнатная квартира · 49.5 м² · 4/13 этаж,33000000,"Бостандыкский р-н, Жандосова 94А",2,49.5,4,Бостандыкский р-н,Жандосова 94А,666666.6666666666,комфорт,средний,малая
610,610,3-комнатная квартира · 76 м² · 9/9 этаж,40000000,"Ауэзовский р-н, мкр Аксай-2 14 — Толе Би",3,76.0,9,Ауэзовский р-н,мкр Аксай-2 14 — Толе Би,526315.7894736842,комфорт,высокий,средняя
611,611,2-комнатная квартира · 66.8 м² · 1/4 этаж,35000000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 73",2,66.8,1,Алатауский р-н,"мкр Зердели, Мкр Зердели (Алгабас-6) 73",523952.09580838325,комфорт,низкий,средняя
612,612,2-комнатная квартира · 72.3 м² · 6/8 этаж,33000000,"Алатауский р-н, Жапсарбаева 68",2,72.3,6,Алатауский р-н,Жапсарбаева 68,456431.53526970954,комфорт,средний,средняя
613,613,1-комнатная квартира · 28.71 м²,23025420,"Алатауский р-н, Бауыржана Момышулы 11/14а",1,28.71,0,Алатауский р-н,Бауыржана Момышулы 11/14а,802000.0,элит,низкий,малая
614,614,4-комнатная квартира · 160.12 м²,134180560,"Бостандыкский р-н, Лебедева 1/1",4,160.12,0,Бостандыкский р-н,Лебедева 1/1,838000.0,элит,низкий,большая
615,615,2-комнатная квартира · 73.6 м²,84640000,"Медеуский р-н, Сагадат Нурмагамбетов 71",2,73.6,0,Медеуский р-н,Сагадат Нурмагамбетов 71,1150000.0,элит,низкий,средняя
616,616,2-комнатная квартира · 80.9 м²,62293000,"Ауэзовский р-н, Аскарова — Саина",2,80.9,0,Ауэзовский р-н,Аскарова — Саина,770000.0,элит,низкий,большая
617,617,2-комнатная квартира · 75 м² · 14 этаж,44500000,Абая 160,2,75.0,0,,,593333.3333333334,комфорт,низкий,средняя
618,618,2-комнатная квартира · 48 м² · 10/10 этаж,24500000,"Турксибский р-н, Сейфуллина — Уг. ул. Касина",2,48.0,10,Турксибский р-н,Сейфуллина — Уг. ул. Касина,510416.6666666667,комфорт,высокий,малая
619,619,2-комнатная квартира · 63.1 м² · 3/9 этаж,29500000,"Алатауский р-н, мкр Акбулак, Чуланова 117 — на против Магнума",2,63.1,3,Алатауский р-н,"мкр Акбулак, Чуланова 117 — на против Магнума",467511.8858954041,комфорт,низкий,средняя
620,620,3-комнатная квартира · 85 м² · 1/5 этаж,45000000,"Турксибский р-н, мкр Жас Канат, Мкр. Жас Канат 1/49 — Баймагамбетова",3,85.0,1,Турксибский р-н,"мкр Жас Канат, Мкр. Жас Канат 1/49 — Баймагамбетова",529411.7647058824,комфорт,низкий,большая
621,621,3-комнатная квартира · 74 м² · 1/9 этаж,47000000,"Ауэзовский р-н, мкр Аксай-4 — Сзади супермаркета Small",3,74.0,1,Ауэзовский р-н,мкр Аксай-4 — Сзади супермаркета Small,635135.1351351351,комфорт,низкий,средняя
622,622,1-комнатная квартира · 40 м² · 3/13 этаж,31500000,"Жетысуский р-н, Есенова 160/3 — Суюнбая",1,40.0,3,Жетысуский р-н,Есенова 160/3 — Суюнбая,787500.0,элит,низкий,малая
623,623,2-комнатная квартира · 53.7 м² · 1/2 этаж,32000000,"Турксибский р-н, Майлина — Аэропорт",2,53.7,1,Турксибский р-н,Майлина — Аэропорт,595903.1657355679,комфорт,низкий,средняя
624,624,2-комнатная квартира · 45 м² · 4/4 этаж,36500000,"Медеуский р-н, мкр Горный Гигант, Шашкина 19 — Шашкина альфараби",2,45.0,4,Медеуский р-н,"мкр Горный Гигант, Шашкина 19 — Шашкина альфараби",811111.1111111111,элит,средний,малая
625,625,2-комнатная квартира · 72 м² · 4/5 этаж,35000000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 63 — Монке би - Момышулы",2,72.0,4,Алатауский р-н,"мкр Зердели, Мкр Зердели (Алгабас-6) 63 — Монке би - Момышулы",486111.1111111111,комфорт,средний,средняя
626,626,3-комнатная квартира · 64 м² · 10/10 этаж,34000000,"Наурызбайский р-н, мкр Шугыла, Жунисова — Толе би",3,64.0,10,Наурызбайский р-н,"мкр Шугыла, Жунисова — Толе би",531250.0,комфорт,высокий,средняя
627,627,2-комнатная квартира · 73.26 м²,96850000,"Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2",2,73.26,0,Медеуский р-н,"мкр Коктобе, Сагадат Нурмагамбетова 138/2",1322003.8220038218,элит,низкий,средняя
628,628,3-комнатная квартира · 86 м² · 7 этаж,100000000,"Бостандыкский р-н, Аль-Фараби 41",3,86.0,0,Бостандыкский р-н,Аль-Фараби 41,1162790.6976744186,элит,низкий,большая
629,629,3-комнатная квартира · 80 м² · 5/9 этаж,44300000,"Ауэзовский р-н, мкр Аксай-4 — Жубанова",3,80.0,5,Ауэзовский р-н,мкр Аксай-4 — Жубанова,553750.0,комфорт,средний,большая
630,630,4-комнатная квартира · 144 м² · 12/20 этаж,77000000,"Алмалинский р-н, Пракофева",4,144.0,12,Алмалинский р-н,Пракофева,534722.2222222222,комфорт,высокий,большая
631,631,3-комнатная квартира · 64 м² · 5/5 этаж,53000000,"Бостандыкский р-н, мкр Алмагуль, Си Синхая — Гагарина-Байкадамова",3,64.0,5,Бостандыкский р-н,"мкр Алмагуль, Си Синхая — Гагарина-Байкадамова",828125.0,элит,средний,средняя
632,632,2-комнатная квартира · 66.3 м² · 6/10 этаж,33000000,"Турксибский р-н, Кульджинский тракт 153/50 — Аппорт Вест",2,66.3,6,Турксибский р-н,Кульджинский тракт 153/50 — Аппорт Вест,497737.556561086,комфорт,средний,средняя
633,633,3-комнатная квартира · 67.4 м² · 5/5 этаж,38500000,"Алатауский р-н, мкр Акбулак, Касыма шарипова — Недалеко от Asia park",3,67.4,5,Алатауский р-н,"мкр Акбулак, Касыма шарипова — Недалеко от Asia park",571216.6172106825,комфорт,средний,средняя
634,634,3-комнатная квартира · 116 м² · 19/21 этаж,135000000,"Бостандыкский р-н, Аль-Фараби 105 — Ходжанова",3,116.0,19,Бостандыкский р-н,Аль-Фараби 105 — Ходжанова,1163793.103448276,элит,высокий,большая
635,635,3-комнатная квартира · 105.1 м² · 8/12 этаж,95000000,"Бостандыкский р-н, Торайгырова 21/1 — Мустафина",3,105.1,8,Бостандыкский р-н,Торайгырова 21/1 — Мустафина,903901.0466222645,элит,высокий,большая
636,636,3-комнатная квартира · 92 м² · 20/21 этаж,60000000,"Алмалинский р-н, мкр Тастак-2, Толе би 286 — Варламова",3,92.0,20,Алмалинский р-н,"мкр Тастак-2, Толе би 286 — Варламова",652173.9130434783,комфорт,высокий,большая
637,637,2-комнатная квартира · 42 м² · 5/5 этаж,32000000,"Ауэзовский р-н, мкр Таугуль 39",2,42.0,5,Ауэзовский р-н,мкр Таугуль 39,761904.7619047619,элит,средний,малая
638,638,1-комнатная квартира · 47 м² · 7/10 этаж,24590000,"Наурызбайский р-н, мкр Шугыла, Жунисова",1,47.0,7,Наурызбайский р-н,"мкр Шугыла, Жунисова",523191.4893617021,комфорт,средний,малая
639,639,4-комнатная квартира · 126.48 м²,151776000,"Алмалинский р-н, Ади Шарипова 100",4,126.48,0,Алмалинский р-н,Ади Шарипова 100,1200000.0,элит,низкий,большая
640,640,2-комнатная квартира · 51.2 м² · 1/5 этаж,25000000,"Алатауский р-н, мкр Алгабас, 7 142/92 — Саина Монке би",2,51.2,1,Алатауский р-н,"мкр Алгабас, 7 142/92 — Саина Монке би",488281.25,комфорт,низкий,средняя
641,641,2-комнатная квартира · 60.3 м² · 5/9 этаж,33500000,"Алатауский р-н, мкр Ожет, Северное Кольцо 92/3",2,60.3,5,Алатауский р-н,"мкр Ожет, Северное Кольцо 92/3",555555.5555555556,комфорт,средний,средняя
642,642,2-комнатная квартира · 62 м² · 5/9 этаж,30000000,"Турксибский р-н, мкр Жас Канат",2,62.0,5,Турксибский р-н,мкр Жас Канат,483870.96774193546,комфорт,средний,средняя
643,643,2-комнатная квартира · 62 м² · 5/9 этаж,30000000,"Турксибский р-н, мкр Жас Канат",2,62.0,5,Турксибский р-н,мкр Жас Канат,483870.96774193546,комфорт,средний,средняя
644,644,2-комнатная квартира · 48 м² · 5/5 этаж,23900000,"Жетысуский р-н, мкр Кемел (Первомайское) 9",2,48.0,5,Жетысуский р-н,мкр Кемел (Первомайское) 9,497916.6666666667,комфорт,средний,малая
645,645,2-комнатная квартира · 67 м² · 1/9 этаж,41500000,"Ауэзовский р-н, мкр Мамыр-4 308 — Саина - Шаляпина",2,67.0,1,Ауэзовский р-н,мкр Мамыр-4 308 — Саина - Шаляпина,619402.9850746269,комфорт,низкий,средняя
646,646,2-комнатная квартира · 79 м² · 9/13 этаж,60000000,"Алмалинский р-н, Макатаева 131 — Муратбаева",2,79.0,9,Алмалинский р-н,Макатаева 131 — Муратбаева,759493.6708860759,элит,высокий,средняя
647,647,2-комнатная квартира · 57.4 м² · 11/18 этаж,47000000,"Бостандыкский р-н, Жандосова 94А",2,57.4,11,Бостандыкский р-н,Жандосова 94А,818815.3310104529,элит,высокий,средняя
648,648,1-комнатная квартира · 31 м² · 1/7 этаж,14500000,"Алатауский р-н, мкр Ожет",1,31.0,1,Алатауский р-н,мкр Ожет,467741.93548387097,комфорт,низкий,малая
649,649,1-комнатная квартира · 31.4 м² · 5/5 этаж,24000000,"Ауэзовский р-н, мкр Аксай-4",1,31.4,5,Ауэзовский р-н,мкр Аксай-4,764331.2101910828,элит,средний,малая
650,650,3-комнатная квартира · 86 м² · 3/10 этаж,47000000,"Наурызбайский р-н, Жунисова 14/5",3,86.0,3,Наурызбайский р-н,Жунисова 14/5,546511.6279069767,комфорт,низкий,большая
651,651,1-комнатная квартира · 35 м² · 6/6 этаж,18950000,"Турксибский р-н, Акынов — Чернышевского",1,35.0,6,Турксибский р-н,Акынов — Чернышевского,541428.5714285715,комфорт,средний,малая
652,652,2-комнатная квартира · 52.9 м² · 4/12 этаж,31000000,"Ауэзовский р-н, Райымбек 348/1 — Сайран",2,52.9,4,Ауэзовский р-н,Райымбек 348/1 — Сайран,586011.3421550095,комфорт,средний,средняя
653,653,1-комнатная квартира · 48.4 м² · 2/12 этаж,52000000,"Алмалинский р-н, Торекулова 7 — Сейфуллина - Маметова",1,48.4,2,Алмалинский р-н,Торекулова 7 — Сейфуллина - Маметова,1074380.1652892563,элит,низкий,малая
654,654,1-комнатная квартира · 45.4 м² · 1/5 этаж,21600000,"Алатауский р-н, Басаркобыз 1/15 — Саина - Мөңке би",1,45.4,1,Алатауский р-н,Басаркобыз 1/15 — Саина - Мөңке би,475770.9251101322,комфорт,низкий,малая
655,655,1-комнатная квартира · 44.3 м² · 8/9 этаж,25000000,"Наурызбайский р-н, мкр Шугыла 342 — Пр. Абая ,ул.Алатау",1,44.3,8,Наурызбайский р-н,"мкр Шугыла 342 — Пр. Абая ,ул.Алатау",564334.0857787811,комфорт,высокий,малая
656,656,3-комнатная квартира · 115 м² · 4/16 этаж,94500000,"Алмалинский р-н, Масанчи 23/4 — Гоголя",3,115.0,4,Алмалинский р-н,Масанчи 23/4 — Гоголя,821739.1304347826,элит,средний,большая
657,657,4-комнатная квартира · 105 м² · 1/4 этаж,83000000,"Бостандыкский р-н, мкр Алмагуль, Гагарина — Утепова",4,105.0,1,Бостандыкский р-н,"мкр Алмагуль, Гагарина — Утепова",790476.1904761905,элит,низкий,большая
658,658,3-комнатная квартира · 90 м² · 4/4 этаж,41800000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 46",3,90.0,4,Алатауский р-н,"мкр Зердели, Мкр Зердели (Алгабас-6) 46",464444.44444444444,комфорт,средний,большая
659,659,4-комнатная квартира · 162.3 м²,163923000,"Медеуский р-н, Оспанова 83/36",4,162.3,0,Медеуский р-н,Оспанова 83/36,1009999.9999999999,элит,низкий,большая
660,660,5-комнатная квартира · 275 м²,137600000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",5,275.0,0,Бостандыкский р-н,"мкр Ерменсай, Ушкемпирова 42",500363.63636363635,комфорт,низкий,большая
661,661,2-комнатная квартира · 68 м² · 3/16 этаж,69000000,"Бостандыкский р-н, Сатпаева 90/43а — АДК",2,68.0,3,Бостандыкский р-н,Сатпаева 90/43а — АДК,1014705.8823529412,элит,низкий,средняя
662,662,1-комнатная квартира · 35.4 м² · 5/5 этаж,45000000,"Алмалинский р-н, Чайковского 129 — Желтоксан Жамбыла",1,35.4,5,Алмалинский р-н,Чайковского 129 — Желтоксан Жамбыла,1271186.4406779662,элит,средний,малая
663,663,4-комнатная квартира · 105 м² · 1/4 этаж,83000000,"Бостандыкский р-н, мкр Алмагуль, Гагарина — Утепова",4,105.0,1,Бостандыкский р-н,"мкр Алмагуль, Гагарина — Утепова",790476.1904761905,элит,низкий,большая
664,664,3-комнатная квартира · 90 м² · 4/4 этаж,41800000,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6) 46",3,90.0,4,Алатауский р-н,"мкр Зердели, Мкр Зердели (Алгабас-6) 46",464444.44444444444,комфорт,средний,большая
665,665,4-комнатная квартира · 162.3 м²,163923000,"Медеуский р-н, Оспанова 83/36",4,162.3,0,Медеуский р-н,Оспанова 83/36,1009999.9999999999,элит,низкий,большая
666,666,5-комнатная квартира · 275 м²,137600000,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",5,275.0,0,Бостандыкский р-н,"мкр Ерменсай, Ушкемпирова 42",500363.63636363635,комфорт,низкий,большая
667,667,2-комнатная квартира · 68 м² · 3/16 этаж,69000000,"Бостандыкский р-н, Сатпаева 90/43а — АДК",2,68.0,3,Бостандыкский р-н,Сатпаева 90/43а — АДК,1014705.8823529412,элит,низкий,средняя
668,668,1-комнатная квартира · 35.4 м² · 5/5 этаж,45000000,"Алмалинский р-н, Чайковского 129 — Желтоксан Жамбыла",1,35.4,5,Алмалинский р-н,Чайковского 129 — Желтоксан Жамбыла,1271186.4406779662,элит,средний,малая
669,669,4-комнатная квартира · 123 м² · 12/12 этаж,115000000,"Алмалинский р-н, Кабанбай Батыра — Байзакова",4,123.0,12,Алмалинский р-н,Кабанбай Батыра — Байзакова,934959.349593496,элит,высокий,большая
670,670,2-комнатная квартира · 47.6 м² · 8/13 этаж,43500000,Просп. Назарбаева 28а К1,2,47.6,8,,,913865.5462184873,элит,высокий,малая
671,671,1-комнатная квартира · 48 м² · 6/9 этаж,19000000,"Турксибский р-н, мкр Кайрат, ​24-я улица — Хмельницкого",1,48.0,6,Турксибский р-н,"мкр Кайрат, ​24-я улица — Хмельницкого",395833.3333333333,эконом,средний,малая
672,672,1-комнатная квартира · 45 м² · 9/9 этаж,25000000,"Турксибский р-н, мкр Жас Канат, Баймағамбетова 1/14",1,45.0,9,Турксибский р-н,"мкр Жас Канат, Баймағамбетова 1/14",555555.5555555555,комфорт,высокий,малая
673,673,2-комнатная квартира · 92 м²,42000000,"Наурызбайский р-н, мкр Шугыла, Жуалы — Толе Би",2,92.0,0,Наурызбайский р-н,"мкр Шугыла, Жуалы — Толе Би",456521.73913043475,комфорт,низкий,большая
674,674,3-комнатная квартира · 105.74 м²,139576800,"Наурызбайский р-н, мкр Рахат, мкр. Рахат, ул. Култобе 1/2",3,105.74,0,Наурызбайский р-н,"мкр Рахат, мкр. Рахат, ул. Култобе 1/2",1320000.0,элит,низкий,большая
